account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage
0x0000000b8adec896e1512836385aba935be6128e,ETH-USD,44342.42,1.3897,BUY,2024-12-07 11:11:00,9.5321,PARTIAL_FILL,405.42,20
0x0000000bae273f8e8faac7957be587ffa3b1799d,DOGE-USD,16531.25,4.8717,BUY,2023-11-06 03:55:00,-4.1573,FILL,478.38,20
0x000000180da441df41c4e67e0d8c642702f06b90,SOL-USD,28774.98,1.7101,SELL,2023-01-13 21:03:00,-4.9504,LIQUIDATION,-16.74,1
0x0000001be55ce8f6c0627a3f8732d7b047229389,DOGE-USD,5202.34,1.2485,SELL,2023-06-05 16:24:00,5.2889,PARTIAL_FILL,216.09,20
0x0000001194e2ef467363772a41dfeecd654821d0,SOL-USD,18392.28,3.1089,SELL,2024-04-06 05:15:00,9.2022,FILL,-729.95,20
0x0000001368231c9688457c5df7f17b4961b1cd22,BTC-USD,260.28,2.258,BUY,2023-06-27 22:55:00,-0.6018,FILL,-785.99,20
0x000000038a6ee4d80aa2a3959af5009837f8a88b,ETH-USD,47290.9,3.129,SELL,2024-04-09 20:09:00,6.0781,FILL,-140.99,50
0x0000001be55ce8f6c0627a3f8732d7b047229389,BTC-USD,10038.78,1.545,BUY,2023-09-30 09:44:00,6.4848,LIQUIDATION,-98.23,50
0x0000000b51a0f26aa31ee7953d3736323b982ef8,DOGE-USD,26321.76,2.9942,SELL,2024-02-17 21:53:00,4.6907,PARTIAL_FILL,-235.65,10
0x0000001b349fa65c497d33d4e8dc39b4e2817efd,BTC-USD,34617.19,3.8179,SELL,2024-08-12 18:27:00,-0.59,PARTIAL_FILL,-68.65,2
0x0000000e56901b2b1ea616b5453d0ef56dadd6c7,BTC-USD,20942.87,1.6732,SELL,2024-10-12 09:42:00,-7.908,FILL,-476.58,50
0x0000001beaae2f939afb960d304c3ce07c69dee1,DOGE-USD,27344.07,1.5794,BUY,2024-02-15 16:23:00,-7.6816,LIQUIDATION,-34.48,5
0x0000001beaae2f939afb960d304c3ce07c69dee1,ARB-USD,45623.43,1.0258,SELL,2024-09-29 03:01:00,-7.3797,LIQUIDATION,-175.91,20
0x000000103b73d19ba5d25badb67b13efa4161293,ETH-USD,18713.93,0.0782,BUY,2024-10-07 04:31:00,-8.1358,FILL,-37.47,10
0x0000001313bab41888a24cb55eb61464382567b8,SOL-USD,50099.96,4.9014,SELL,2023-10-26 16:47:00,-0.8643,FILL,-1278.04,2
0x000000038a6ee4d80aa2a3959af5009837f8a88b,SOL-USD,20458.53,3.9407,SELL,2023-05-20 18:42:00,6.411,LIQUIDATION,1193.04,5
0x0000001be55ce8f6c0627a3f8732d7b047229389,ARB-USD,20772.92,2.7641,SELL,2024-05-16 13:02:00,-2.4558,LIQUIDATION,-363.1,20
0x0000001a063e60fc9d6d18cc51d09df6913e4de2,ARB-USD,23226.12,3.3218,SELL,2023-11-22 03:55:00,9.6164,LIQUIDATION,597.55,50
0x0000001563505bbdc1b278a4cacafd248b8148f6,DOGE-USD,1019.32,0.7293,SELL,2024-03-26 10:39:00,9.3991,FILL,-849.77,50
0x00000004c2b2a63ec3e691bd6db7498dc6a7ee39,BTC-USD,51155.25,4.2981,SELL,2024-12-10 17:02:00,9.0828,PARTIAL_FILL,779.76,10
0x000000038a6ee4d80aa2a3959af5009837f8a88b,ETH-USD,59845.81,3.7364,SELL,2024-09-24 05:44:00,9.5668,PARTIAL_FILL,194.43,10
0x00000006acda5f3cacfc6ead9889ad5e3eb13b90,BTC-USD,47788.99,1.4739,SELL,2023-11-03 05:10:00,-1.3863,FILL,61.59,5
0x0000001996afd21d4090bc75924c5ca98fadc1a6,DOGE-USD,37220.65,1.2117,SELL,2023-06-29 21:00:00,-7.1376,LIQUIDATION,218.88,20
0x000000084db6a2d55ecbefa302218daf7412b293,DOGE-USD,4524.33,4.7267,BUY,2024-04-21 09:12:00,-4.0169,LIQUIDATION,300.54,20
0x00000015af8d4a99cc86b580e95fc0e88fb5d27b,BTC-USD,22943.72,1.8012,BUY,2024-01-29 21:49:00,9.8538,LIQUIDATION,-90.1,5
0x000000103b73d19ba5d25badb67b13efa4161293,ARB-USD,46566.88,1.1583,SELL,2023-02-20 23:49:00,-5.6199,FILL,321.8,5
0x0000000e17717810bc2f834dfb4acf4781f631d4,ETH-USD,54213.88,3.2352,BUY,2024-11-06 02:58:00,5.7722,FILL,255.03,5
0x000000059636a43f3840a79d4f2deec9b3aa7efe,ARB-USD,12127.61,3.9347,BUY,2023-10-30 15:51:00,0.617,LIQUIDATION,381.5,5
0x0000001a063e60fc9d6d18cc51d09df6913e4de2,SOL-USD,28153.05,0.3857,BUY,2023-10-30 17:23:00,7.2028,PARTIAL_FILL,248.26,2
0x00000004c2b2a63ec3e691bd6db7498dc6a7ee39,BTC-USD,32240.68,2.2794,SELL,2023-04-03 11:06:00,4.9802,LIQUIDATION,408.44,50
0x00000016913f88425d9789f6aa7311c18d5288f1,ARB-USD,37210.86,4.7164,BUY,2024-11-22 14:58:00,8.3051,FILL,347.37,5
0x0000000b9be19837bee5ed72ba585bd35ec42e08,ARB-USD,8472.64,4.7318,BUY,2024-12-18 21:47:00,9.9185,FILL,-572.0,5
0x0000000f009458a421f1eff8cb780368ae340454,ARB-USD,53136.29,3.2781,BUY,2024-12-14 14:28:00,2.313,LIQUIDATION,-636.76,10
0x00000014a07c60582d1ab2ed4c4bc622fd5166e6,BTC-USD,32713.51,4.8894,SELL,2023-08-30 14:05:00,-8.789,LIQUIDATION,-303.1,5
0x0000000551389fa7755f3966588373cc1ff49b78,DOGE-USD,3129.65,1.6742,BUY,2024-11-09 07:21:00,5.7396,FILL,-320.38,2
0x000000103b73d19ba5d25badb67b13efa4161293,BTC-USD,51518.53,0.732,SELL,2023-06-01 07:37:00,0.8043,FILL,-492.13,2
0x00000006acda5f3cacfc6ead9889ad5e3eb13b90,ETH-USD,3238.7,3.7112,SELL,2023-11-28 16:37:00,-7.727,FILL,-91.79,20
0x0000001194e2ef467363772a41dfeecd654821d0,DOGE-USD,56730.4,0.2264,BUY,2023-04-22 15:54:00,0.429,LIQUIDATION,126.91,50
0x00000012981bd2a8bfb25e33aff41157b7c93acf,BTC-USD,42772.84,2.2234,SELL,2024-02-16 20:37:00,-3.5578,FILL,-513.86,1
0x00000015f0767965746610a1e72a989eec24a3c5,SOL-USD,59678.2,2.6575,SELL,2024-07-15 17:46:00,0.111,LIQUIDATION,866.88,10
0x00000012981bd2a8bfb25e33aff41157b7c93acf,ARB-USD,24887.43,4.1388,BUY,2023-08-09 08:23:00,-1.6802,FILL,-233.88,10
0x0000000e17717810bc2f834dfb4acf4781f631d4,ARB-USD,5564.36,0.436,BUY,2023-06-06 01:37:00,-8.0687,PARTIAL_FILL,-125.58,10
0x0000001368231c9688457c5df7f17b4961b1cd22,SOL-USD,24707.44,4.3693,BUY,2024-07-29 09:22:00,7.3618,PARTIAL_FILL,-540.1,10
0x000000180da441df41c4e67e0d8c642702f06b90,DOGE-USD,9368.34,2.4161,BUY,2023-04-17 18:14:00,-2.9977,PARTIAL_FILL,-478.53,1
0x0000001368231c9688457c5df7f17b4961b1cd22,DOGE-USD,36578.8,3.2926,BUY,2024-03-15 10:22:00,-4.651,FILL,-818.55,50
0x0000000b8adec896e1512836385aba935be6128e,ETH-USD,4268.17,3.7074,SELL,2023-01-07 10:10:00,-8.1648,PARTIAL_FILL,-421.17,1
0x0000000b9be19837bee5ed72ba585bd35ec42e08,SOL-USD,53012.2,0.7863,BUY,2024-01-14 15:38:00,-9.0048,FILL,-578.24,20
0x0000000534dba931eff6691fb026de7cce177b4e,SOL-USD,45321.09,0.5779,BUY,2024-03-28 21:19:00,-7.7822,PARTIAL_FILL,298.23,10
0x00000016913f88425d9789f6aa7311c18d5288f1,ARB-USD,560.46,1.5141,BUY,2023-02-16 15:47:00,5.347,LIQUIDATION,-205.23,2
0x0000000b8adec896e1512836385aba935be6128e,ETH-USD,32001.68,1.1583,SELL,2024-03-16 22:40:00,6.6671,LIQUIDATION,152.33,20
0x000000084db6a2d55ecbefa302218daf7412b293,BTC-USD,1349.31,1.6306,SELL,2024-03-03 18:25:00,-0.7981,PARTIAL_FILL,390.5,20
0x0000001996afd21d4090bc75924c5ca98fadc1a6,ARB-USD,44773.71,1.1156,SELL,2024-06-20 11:22:00,-8.4724,PARTIAL_FILL,-675.6,2
0x0000001be55ce8f6c0627a3f8732d7b047229389,ETH-USD,8872.01,0.9944,BUY,2024-10-22 18:48:00,-6.9426,PARTIAL_FILL,204.74,20
0x0000001194e2ef467363772a41dfeecd654821d0,DOGE-USD,51868.39,3.1398,SELL,2024-08-16 08:37:00,-1.2047,LIQUIDATION,-71.1,2
0x0000000b5174fc8aff9a5c36893a156f3eabedcb,DOGE-USD,18693.43,2.2651,BUY,2023-02-27 16:24:00,-2.6252,LIQUIDATION,791.6,1
0x0000001b349fa65c497d33d4e8dc39b4e2817efd,DOGE-USD,27039.05,4.051,BUY,2024-04-18 01:28:00,-6.2352,PARTIAL_FILL,-24.62,50
0x0000001a790e629ab5136ac601f346639bf00273,BTC-USD,2444.61,3.541,BUY,2023-04-16 09:24:00,0.4814,PARTIAL_FILL,-466.74,10
0x00000018112f41f0a975841523731034885f6e66,SOL-USD,47374.69,3.2401,BUY,2024-02-23 23:54:00,-3.4062,PARTIAL_FILL,213.74,1
0x000000103b73d19ba5d25badb67b13efa4161293,ETH-USD,4981.97,3.3214,SELL,2024-11-03 19:45:00,-3.7954,PARTIAL_FILL,280.0,5
0x0000000b9be19837bee5ed72ba585bd35ec42e08,DOGE-USD,38645.25,1.6491,SELL,2023-03-28 09:11:00,3.4023,PARTIAL_FILL,7.42,2
0x0000001a790e629ab5136ac601f346639bf00273,ARB-USD,13669.93,0.6965,BUY,2023-08-08 23:56:00,-4.0842,FILL,14.33,1
0x000000057bee22c86da98e151d01bd33ad3c2d6d,SOL-USD,35875.06,0.7797,BUY,2024-06-23 14:02:00,6.6269,PARTIAL_FILL,317.67,2
0x00000014a07c60582d1ab2ed4c4bc622fd5166e6,ETH-USD,36674.67,3.7644,SELL,2024-02-25 15:57:00,-5.3199,FILL,-853.98,10
0x00000014a07c60582d1ab2ed4c4bc622fd5166e6,DOGE-USD,27754.63,1.416,SELL,2023-07-18 08:03:00,0.0581,LIQUIDATION,299.92,10
0x00000015af8d4a99cc86b580e95fc0e88fb5d27b,SOL-USD,42712.92,2.5844,BUY,2024-10-18 07:52:00,-4.2987,FILL,-537.74,1
0x0000000b5174fc8aff9a5c36893a156f3eabedcb,BTC-USD,3290.09,2.515,SELL,2024-04-06 03:53:00,-2.2767,FILL,-110.41,2
0x0000001a790e629ab5136ac601f346639bf00273,ETH-USD,2394.36,4.5878,BUY,2024-10-27 19:00:00,3.9214,FILL,418.21,10
0x00000006acda5f3cacfc6ead9889ad5e3eb13b90,SOL-USD,50114.29,2.7485,BUY,2023-03-23 09:07:00,2.1776,LIQUIDATION,-468.48,50
0x00000009841e5852e5d7c9b53bfe2941e2acf72f,ARB-USD,3862.15,4.1851,SELL,2023-02-18 22:09:00,1.9348,FILL,266.35,10
0x00000012981bd2a8bfb25e33aff41157b7c93acf,BTC-USD,14509.8,2.0887,SELL,2023-10-26 16:35:00,3.3643,PARTIAL_FILL,45.37,50
0x0000001bc8162338dc47de440ea837af3838b326,ARB-USD,38176.68,4.9054,BUY,2023-01-21 23:42:00,4.9463,LIQUIDATION,377.72,5
0x0000001563505bbdc1b278a4cacafd248b8148f6,DOGE-USD,8091.23,1.768,SELL,2024-10-05 22:30:00,6.2702,FILL,898.75,5
0x0000000b8adec896e1512836385aba935be6128e,ETH-USD,42991.1,4.7186,BUY,2024-10-08 12:52:00,-4.1311,FILL,-229.26,1
0x00000015af8d4a99cc86b580e95fc0e88fb5d27b,SOL-USD,45222.13,0.9636,BUY,2024-07-10 03:51:00,7.2428,FILL,469.66,5
0x00000012981bd2a8bfb25e33aff41157b7c93acf,ARB-USD,53688.79,1.9394,SELL,2024-01-12 08:51:00,-0.0759,LIQUIDATION,-561.32,2
0x0000001cc53906cd8581b250405941305cec4eb5,ARB-USD,25893.37,4.9755,BUY,2023-03-26 09:19:00,0.9095,LIQUIDATION,-507.2,2
0x000000103b73d19ba5d25badb67b13efa4161293,ARB-USD,41416.91,1.7642,BUY,2024-04-01 20:50:00,4.5363,LIQUIDATION,174.35,1
0x000000038a6ee4d80aa2a3959af5009837f8a88b,ARB-USD,30833.85,3.752,SELL,2023-02-28 14:02:00,9.0558,FILL,929.06,2
0x000000038a6ee4d80aa2a3959af5009837f8a88b,ETH-USD,21792.82,4.7478,SELL,2023-05-10 14:48:00,2.1019,PARTIAL_FILL,-68.29,1
0x000000180da441df41c4e67e0d8c642702f06b90,ETH-USD,23942.24,3.2513,SELL,2023-03-20 12:58:00,9.2104,FILL,403.54,2
0x0000001af1fae5b367ce24102e9c2c0b47378190,SOL-USD,42271.86,1.0807,SELL,2024-07-29 02:28:00,-4.2885,LIQUIDATION,-297.56,20
0x00000015f0767965746610a1e72a989eec24a3c5,ARB-USD,48649.74,4.8381,BUY,2023-06-26 09:54:00,3.3568,PARTIAL_FILL,-815.11,5
0x00000015f0767965746610a1e72a989eec24a3c5,ETH-USD,30574.47,0.6156,SELL,2023-06-11 17:08:00,5.8413,FILL,73.42,2
0x0000001996afd21d4090bc75924c5ca98fadc1a6,BTC-USD,23949.78,3.5875,SELL,2024-09-18 11:08:00,0.5139,LIQUIDATION,-134.14,10
0x00000013e91ea71eccb123a717a2548be037e5ed,DOGE-USD,46090.12,0.6539,BUY,2024-07-18 09:10:00,8.2142,FILL,589.87,20
0x000000059636a43f3840a79d4f2deec9b3aa7efe,ETH-USD,56854.24,2.5993,SELL,2023-06-15 19:34:00,6.9187,LIQUIDATION,-515.94,5
0x0000001313bab41888a24cb55eb61464382567b8,ETH-USD,10354.92,3.1262,BUY,2023-04-06 06:49:00,-3.2476,PARTIAL_FILL,316.14,20
0x0000000534dba931eff6691fb026de7cce177b4e,DOGE-USD,29932.48,3.1395,BUY,2024-08-08 21:25:00,2.8381,LIQUIDATION,-74.9,5
0x0000001a2f73f98bad027ce1a334865e24933b83,BTC-USD,9569.02,2.084,BUY,2023-11-01 11:32:00,-5.9195,PARTIAL_FILL,-220.59,10
0x0000001563505bbdc1b278a4cacafd248b8148f6,SOL-USD,28041.71,1.3447,BUY,2024-07-29 19:26:00,-7.1824,FILL,-292.2,2
0x000000065193e910a101ddd5798fca6d562b0f79,SOL-USD,11471.06,0.8051,SELL,2023-09-12 12:32:00,-0.6637,LIQUIDATION,-2.48,20
0x00000009841e5852e5d7c9b53bfe2941e2acf72f,ETH-USD,3014.62,1.414,SELL,2024-04-13 00:54:00,7.6468,PARTIAL_FILL,207.18,20
0x00000012981bd2a8bfb25e33aff41157b7c93acf,ETH-USD,43677.73,3.8216,SELL,2023-04-21 17:18:00,-9.0952,FILL,74.86,5
0x0000001bc8162338dc47de440ea837af3838b326,DOGE-USD,45887.81,1.4058,SELL,2023-03-17 04:12:00,3.608,FILL,78.19,20
0x0000001313bab41888a24cb55eb61464382567b8,ARB-USD,2813.67,0.6938,BUY,2024-09-08 16:08:00,6.0793,PARTIAL_FILL,-93.7,5
0x0000001ae47e465f8a185c1dd38c9323287d06ca,SOL-USD,23637.98,3.0863,BUY,2023-12-02 22:36:00,1.8745,PARTIAL_FILL,602.14,5
0x00000015af8d4a99cc86b580e95fc0e88fb5d27b,BTC-USD,19941.25,0.5569,SELL,2023-11-03 19:30:00,1.674,PARTIAL_FILL,860.91,10
0x00000006d9f2f9030b3b19e08d2177b4c30ff46e,DOGE-USD,43311.87,2.9218,BUY,2023-09-29 04:52:00,0.4846,PARTIAL_FILL,646.62,2
0x00000009841e5852e5d7c9b53bfe2941e2acf72f,BTC-USD,11527.98,2.2108,BUY,2024-11-28 19:58:00,-6.9714,PARTIAL_FILL,-509.84,10
0x0000001a063e60fc9d6d18cc51d09df6913e4de2,BTC-USD,31169.12,2.8088,BUY,2024-04-27 17:21:00,-0.4326,LIQUIDATION,-193.22,50
0x0000000b5174fc8aff9a5c36893a156f3eabedcb,SOL-USD,11616.62,1.2401,SELL,2024-07-13 22:45:00,-4.03,LIQUIDATION,788.22,20
0x000000059636a43f3840a79d4f2deec9b3aa7efe,ARB-USD,33673.21,4.6731,SELL,2024-05-15 12:52:00,-4.5308,FILL,137.97,50
0x00000018112f41f0a975841523731034885f6e66,ETH-USD,2619.78,4.777,SELL,2023-12-20 06:12:00,-3.0727,LIQUIDATION,529.51,1
0x0000000b51a0f26aa31ee7953d3736323b982ef8,DOGE-USD,8322.65,3.0822,SELL,2024-07-05 20:14:00,-5.2144,FILL,310.64,20
0x0000001563505bbdc1b278a4cacafd248b8148f6,ARB-USD,43069.75,0.5117,SELL,2023-02-23 15:30:00,-9.8964,PARTIAL_FILL,1098.81,2
0x0000001465eddcfa441360946a84e7e3ce9ff57f,SOL-USD,17196.38,0.3052,SELL,2024-10-28 01:58:00,3.046,FILL,108.9,1
0x0000000534dba931eff6691fb026de7cce177b4e,ETH-USD,59830.59,1.991,BUY,2023-06-29 10:18:00,-6.2738,PARTIAL_FILL,65.3,10
0x00000006d9f2f9030b3b19e08d2177b4c30ff46e,DOGE-USD,53366.67,0.6797,SELL,2024-04-10 23:29:00,-0.6396,FILL,395.76,20
0x0000000a99998c2c94fed25d7133b452b45ed1f0,ETH-USD,44223.41,3.9559,BUY,2024-10-25 21:06:00,3.488,FILL,14.35,20
0x0000000d5c8173a53bfcf03e8844c544ce4a2bbd,ARB-USD,56155.94,0.0441,SELL,2023-07-09 23:36:00,-5.2896,LIQUIDATION,557.91,10
0x0000000a99998c2c94fed25d7133b452b45ed1f0,SOL-USD,3821.25,0.5999,BUY,2023-01-12 22:49:00,-6.8057,PARTIAL_FILL,20.61,5
0x0000001be4698dd313586b2688c09d95c333e861,BTC-USD,22115.88,1.112,SELL,2023-11-15 13:44:00,-0.4364,LIQUIDATION,538.98,2
0x00000015af8d4a99cc86b580e95fc0e88fb5d27b,DOGE-USD,45735.39,3.4049,BUY,2024-07-16 11:04:00,7.4627,FILL,46.37,20
0x0000001af1fae5b367ce24102e9c2c0b47378190,BTC-USD,34404.83,0.7578,BUY,2024-07-31 18:31:00,7.0897,LIQUIDATION,-414.27,5
0x0000001313bab41888a24cb55eb61464382567b8,ARB-USD,27260.59,2.5711,BUY,2023-04-04 23:01:00,1.2782,PARTIAL_FILL,-167.13,10
0x0000000a99998c2c94fed25d7133b452b45ed1f0,BTC-USD,34740.84,0.236,BUY,2024-02-10 04:49:00,4.0077,PARTIAL_FILL,-679.48,5
0x0000001cc53906cd8581b250405941305cec4eb5,ARB-USD,59572.11,1.9186,SELL,2024-10-18 07:53:00,-2.4871,PARTIAL_FILL,-105.12,10
0x0000001beaae2f939afb960d304c3ce07c69dee1,BTC-USD,27833.93,3.5983,SELL,2023-01-04 08:12:00,0.6387,FILL,-331.24,10
0x000000057bee22c86da98e151d01bd33ad3c2d6d,ARB-USD,14515.91,0.3458,BUY,2023-04-26 07:47:00,-9.3285,PARTIAL_FILL,1154.69,20
0x00000004c2b2a63ec3e691bd6db7498dc6a7ee39,ARB-USD,32431.61,3.7744,BUY,2023-02-15 21:52:00,-7.1973,LIQUIDATION,154.51,1
0x00000009841e5852e5d7c9b53bfe2941e2acf72f,SOL-USD,59143.16,2.611,BUY,2023-11-25 23:58:00,-3.99,FILL,119.14,10
0x00000013e91ea71eccb123a717a2548be037e5ed,ARB-USD,2908.36,1.7286,SELL,2023-06-29 04:19:00,3.4269,PARTIAL_FILL,-266.39,50
0x0000000b8adec896e1512836385aba935be6128e,DOGE-USD,14533.99,1.1345,SELL,2024-01-21 13:35:00,-7.113,LIQUIDATION,812.93,50
0x0000000d5c8173a53bfcf03e8844c544ce4a2bbd,ARB-USD,15374.24,1.658,BUY,2024-06-26 21:38:00,8.4445,LIQUIDATION,-362.93,1
0x000000057bee22c86da98e151d01bd33ad3c2d6d,BTC-USD,48298.57,2.942,BUY,2024-09-09 23:07:00,1.177,LIQUIDATION,-305.2,50
0x00000009841e5852e5d7c9b53bfe2941e2acf72f,DOGE-USD,23858.26,1.2043,BUY,2024-05-05 09:16:00,5.5103,LIQUIDATION,-82.41,5
0x0000001313bab41888a24cb55eb61464382567b8,ARB-USD,6006.63,4.9068,SELL,2024-01-04 13:02:00,5.2326,LIQUIDATION,564.76,10
0x00000016913f88425d9789f6aa7311c18d5288f1,ETH-USD,15720.37,4.6744,BUY,2024-07-30 12:36:00,4.4002,LIQUIDATION,-444.91,20
0x0000000e56901b2b1ea616b5453d0ef56dadd6c7,DOGE-USD,15513.87,4.1097,SELL,2023-09-09 11:10:00,2.8339,LIQUIDATION,-125.73,50
0x0000001cc53906cd8581b250405941305cec4eb5,DOGE-USD,11124.46,4.4479,SELL,2023-05-24 20:14:00,9.1447,PARTIAL_FILL,385.87,50
